taxa,W,p_val,q_val,diff_abn,meta_col
Sterolibacteriaceae bacterium J5B...11368,3175.03956193588,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Candidatus Accumulibacter phosphatis...11369,1903.04730108312,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas protegens...11370,11591.978917302,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas azotoformans...11371,8497.09513154752,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas mandelii...11372,8510.65239611424,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas veronii...11373,10018.868975918,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas brenneri...11374,8949.14249152371,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas trivialis...11375,5851.46673663935,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas syringae group genomosp. 3...11376,6673.42813931698,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas cichorii...11377,12087.2876570495,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas fulva...11378,12563.3523076074,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas entomophila...11379,9151.54438997341,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas sp. CMR12a...11380,10346.5324086606,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas silesiensis...11381,10786.9822417398,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas vancouverensis...11382,10469.9485303001,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas knackmussii...11383,10005.858500272,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas kribbensis...11384,9911.79282563428,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas parafulva...11385,11390.7798369059,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas psychrotolerans...11386,11965.066352393,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas pohangensis...11387,9687.18445188211,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas sp. GR 6-02...11388,6621.22725736455,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas extremaustralis...11389,9997.64841848099,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas reinekei...11390,9933.15340300129,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas sp. TCU-HL1...11391,9675.54397997617,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas sabulinigri...11392,10496.3692827421,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas sp. S-6-2...11393,13302.2449734436,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas sp. DR 5-09...11394,11842.9597217804,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas sp. CCOS 191...11395,9866.03849035662,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudomonas sp. phDV1...11396,14325.4022621401,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Acinetobacter wuhouensis...11397,6223.41746606778,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Acinetobacter junii...11398,3352.86161905198,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Acinetobacter sp. SWBY1...11399,5241.41887247647,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Acinetobacter soli...11400,6497.30092985289,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Acinetobacter sp. WCHAc010034...11401,3345.85837821043,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Acinetobacter sp. ACNIH1...11402,5326.36061146782,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Acinetobacter indicus...11403,5544.75100877822,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Acinetobacter schindleri...11404,3908.742821722,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Acinetobacter guillouiae...11405,3942.21235435156,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Acinetobacter radioresistens...11406,4277.36877607889,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Acinetobacter haemolyticus...11407,5791.8670166267,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Xanthomonas albilineans...11408,4215.91325290015,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Xanthomonas oryzae...11409,2941.64904606909,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Stenotrophomonas sp. G4...11410,4587.17363331869,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Luteimonas sp. 83-4...11411,969.534876098586,1.5767621378838e-183,1.67154018988774e-183,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Xylella fastidiosa...11412,6306.27757949865,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Dyella japonica...11413,1353.73112528177,7.39419767941797e-265,8.36157328255425e-265,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Dyella jiangningensis...11414,2052.48904713209,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Klebsiella oxytoca...11415,4337.73078428964,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Escherichia coli...11416,2432.77153711656,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Salmonella enterica...11417,3460.08508333555,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Gibbsiella quercinecans...11418,718.684187963951,6.14622542891247e-131,6.31625049963577e-131,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pantoea vagans...11419,1607.84709830004,1.11253692928305e-308,1.11253692928797e-308,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mixta gaviniae...11420,3218.28897517901,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Halomonas hydrothermalis...11421,3680.75936127788,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Halomonas sp. 1513...11422,790.709780993737,5.60073085259806e-146,5.80693353244431e-146,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Kushneria konosiri...11423,7385.42863407314,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Cobetia marina...11424,6620.91257621547,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Halorhodospira halophila...11425,4118.76981269853,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Thioalkalivibrio versutus...11426,1096.81366595109,2.16142350173762e-210,2.3353003923477e-210,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Thioalkalivibrio nitratireducens...11427,2734.89493885148,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Alkalilimnicola ehrlichii...11428,3013.97440788943,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Chromatiaceae bacterium 2141T.STBD.0c.01a...11429,3518.47579364717,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Thioflavicoccus mobilis...11430,3865.66683210347,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Wenzhouxiangella marina...11431,2159.8473045992,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Aeromonas media...11432,5165.51625939232,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Aeromonas veronii...11433,3878.19460969339,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Oceanimonas sp. GK1...11434,1924.67331616137,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Marinobacter similis...11435,6777.48900563955,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Ferrimonas balearica...11436,3622.1095872342,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Sulfurifustis variabilis...11437,1294.46746724261,2.86000323316421e-252,3.20923241973311e-252,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Sulfuricaulis limicola...11438,2217.65801253259,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Methylomicrobium album...11439,2835.88547096857,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Methylovulum psychrotolerans...11440,6787.30651493052,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Gallaecimonas sp. HK-28...11441,7848.60956228956,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Steroidobacter denitrificans...11442,5796.23283821414,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Stigmatella aurantiaca...11443,2158.70897006204,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Myxococcus fulvus...11444,1123.34755569265,5.28725425984579e-216,5.73744309365491e-216,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Myxococcus stipitatus...11445,2776.88826439609,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Myxococcus hansupus...11446,2592.50718885725,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Vulgatibacter incomptus...11447,4333.66944274742,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Desulfovibrio africanus...11448,6731.2173785469,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Desulfovibrio magneticus...11449,4628.41262173774,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Desulfovibrio gigas...11450,1536.74410289139,8.42370120839791e-304,9.75317129301243e-304,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pelobacter propionicus...11451,7293.89393798236,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Geobacter sulfurreducens...11452,7787.25833252453,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Desulfarculus baarsii...11453,3513.85154511467,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Bradymonas sediminis...11454,6348.99844525937,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Microbacterium sp. 1.5R...11455,6818.6089175979,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Microbacterium sp. str. China...11456,6652.87929527314,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Microbacterium sp. CGR1...11457,6398.14173330167,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Agromyces flavus...11458,4470.18402783609,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Agromyces sp. 30A...11459,4442.94200507979,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Agromyces aureus...11460,4946.05161836233,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Leifsonia xyli...11461,3562.0489460725,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Leifsonia sp. 21MFCrub1.1...11462,4037.36073101116,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Cryobacterium sp. GCJ02...11463,3885.90317011384,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Curtobacterium pusillum...11464,1596.13703547234,1.11253693849945e-308,1.11253694003733e-308,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Cnuibacter physcomitrellae...11465,4142.48180528363,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Frondihabitans sp. 762G35...11466,1781.73784633664,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Rathayibacter tritici...11467,3129.92320848127,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycetocola sp. 449...11468,4916.54399788134,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Gryllotalpicola sp. 2DFW10M-5...11469,2940.67674524571,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Arthrobacter sp. DCT-5...11470,4623.77165394865,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Arthrobacter sp. YC-RL1...11471,4145.503063507,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Arthrobacter sp. FB24...11472,3500.10138654659,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Arthrobacter sp. QXT-31...11473,5633.67683008788,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Arthrobacter crystallopoietes...11474,3843.58463087796,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Arthrobacter alpinus...11475,4294.79276889623,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Pseudarthrobacter sulfonivorans...11476,3454.07981186428,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Zhihengliuella sp. ISTPL4...11477,3378.54100271205,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Xylanimonas cellulosilytica...11478,1215.67956673054,1.4795878506594e-235,1.63297116766833e-235,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Isoptericola dokdonensis...11479,2449.77663926265,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Brachybacterium sp. P6-10-X1...11480,3870.20192348571,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Dermabacter vaginalis...11481,5496.87766240088,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Miniimonas sp. S16...11482,2104.20141839466,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Cellulomonas fimi...11483,1738.06738597418,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Paraoerskovia marina...11484,4756.73402083246,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Janibacter indicus...11485,1981.27406663328,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Ornithinimicrobium sp. AMA3305...11486,4578.75567711348,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Serinicoccus sp. JLT9...11487,3371.53250003644,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Phycicoccus dokdonensis...11488,1269.31627338346,6.23041177437722e-247,6.95098974956078e-247,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Dermacoccus nishinomiyaensis...11489,1416.14677011745,3.97135100100914e-278,4.52905215399214e-278,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Georgenia sp. ZLJ0423...11490,4689.57147030969,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Sanguibacter keddieii...11491,4112.10853855072,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces collinus...11492,2865.91635269512,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces gilvosporeus...11493,1875.99981049971,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces sp. 3214.6...11494,2193.19625546449,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces sp. TN58...11495,5077.70361115471,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces sp. 769...11496,3276.14414254385,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces sp. WAC00288...11497,1049.10543459405,2.5997787482856e-200,2.7865031887702e-200,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces leeuwenhoekii...11498,4037.42759195254,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces cattleya...11499,5295.67442149043,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces sp. ADI95-16...11500,3349.02811790849,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces sp. KPB2...11501,6477.28264395112,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces sp. GSSD-12...11502,1616.91537250679,1.11253692925394e-308,1.112536929254e-308,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces sp. W1SF4...11503,4021.08746625454,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces dengpaensis...11504,5202.76331781174,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces davaonensis...11505,4092.03184211944,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces formicae...11506,2302.75760042399,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces sp. 3211...11507,6520.87688236218,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces sp. SCSIO 03032...11508,2887.90716952366,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces nigra...11509,2478.31660933795,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces albus...11510,1914.01661619826,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces xinghaiensis...11511,3689.50631335546,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces sp. Z022...11512,4851.9726343878,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces lunaelactis...11513,3331.89484094358,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces hygroscopicus...11514,3943.69902100177,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces scabiei...11515,929.004096257643,5.3775072056717e-175,5.67318887075697e-175,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces violaceoruber...11516,3733.16150322948,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces sp. Tue 6075...11517,6764.51329599919,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces spongiicola...11518,1309.71357456195,1.65705205207058e-255,1.8641835585794e-255,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces nodosus...11519,3272.76989874552,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Streptomyces olivoreticuli...11520,2588.71213940986,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Kitasatospora aureofaciens...11521,657.784146214297,2.8640124264223e-118,2.91408257373737e-118,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Kitasatospora setae...11522,968.234230636419,2.96320783691918e-183,3.13941801168744e-183,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Rhodococcus sp. B7740...11523,5408.31234994131,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Rhodococcus pyridinivorans...11524,2401.23799939178,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Nocardia brasiliensis...11525,440.372591170919,1.41383283711093e-73,1.4203406982714e-73,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Nocardia cyriacigeorgica...11526,868.642413878539,2.60532581533212e-162,2.73207139553747e-162,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Nocardia terpenica...11527,935.792278912813,2.00581716432511e-176,2.11994961798526e-176,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycobacterium avium...11528,2639.49235794592,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycobacterium colombiense...11529,3562.39329028485,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycobacterium marseillense...11530,6272.90711802564,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycobacterium dioxanotrophicus...11531,1020.68648751046,2.59081646990527e-194,2.76501562130477e-194,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycobacterium sp. EPa45...11532,2212.92885057821,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycobacterium sp. WY10...11533,6656.42050070976,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycobacterium sp. YC-RL4...11534,3082.89962411745,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycobacterium sp. JS623...11535,1991.46729904358,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycobacterium kansasii...11536,2128.60913918323,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycolicibacterium rutilum...11537,2390.82278293934,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycolicibacterium litorale...11538,1242.57048064315,2.94036954006161e-241,3.26999058404304e-241,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Mycobacteroides abscessus...11539,2616.30215631858,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Corynebacterium imitans...11540,5021.06500066808,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Corynebacterium halotolerans...11541,5075.98982613546,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Corynebacterium maris...11542,6156.12470077626,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Corynebacterium sphenisci...11543,2337.4741101572,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Corynebacterium uterequi...11544,4976.74218351822,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Corynebacterium mycetoides...11545,4252.99046570335,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Corynebacterium genitalium...11546,5534.09985339212,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Corynebacterium frankenforstense...11547,2948.27548121871,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Gordonia bronchialis...11548,3585.28669979221,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Gordonia polyisoprenivorans...11549,4403.91458697312,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Nocardioides dokdonensis...11550,1262.21090469981,2.00509563532754e-245,2.23413974427688e-245,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Nocardioides baekrokdamisoli...11551,4842.39586966499,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Aeromicrobium choanae...11552,3604.28925293455,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Aeromicrobium erythreum...11553,3772.00827380951,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Aeromicrobium sp. 592...11554,2127.6311008584,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Friedmanniella luteola...11555,1962.40042486944,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
Actinopolymorpha singaporensis...11556,3997.79339912442,0,0,TRUE,hiseq_xtm_pe_cluster_kit_cbottm_v2__box_2_of_2__lot
